date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,Unitprice,usdprice
2006-01-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,1,actual,Wholesale,KES,16.13,16.13,0.2235
2006-01-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1480,16.44,20.5041
2006-01-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,1,actual,Wholesale,KES,33.63,33.63,0.4659
2006-01-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3246,36.07,44.9705
2006-01-15,Eastern,Kitui,Kitui,-1.366667,38.016667,cereals and tubers,Maize,1,actual,Retail,KES,17,17,0.2355
2006-01-15,Eastern,Kitui,Kitui,-1.366667,38.016667,pulses and nuts,Beans,1,actual,Retail,KES,39,39,0.5403
2006-01-15,Eastern,Marsabit,Marsabit,2.333333,37.983333,cereals and tubers,Maize,1,actual,Retail,KES,21,21,0.2909
2006-01-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,1,actual,Wholesale,KES,15.48,15.48,0.2145
2006-01-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1399,15.54,19.3819
2006-01-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,1,actual,Wholesale,KES,42.31,42.31,0.5862
2006-01-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3175,35.28,43.9869
2006-01-15,North Eastern,Mandera,Mandera,3.936804,41.858383,cereals and tubers,Maize,1,actual,Retail,KES,30,30,0.4156
2006-01-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,1,actual,Wholesale,KES,14.84,14.84,0.2055
2006-01-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1320,14.67,18.2874
2006-01-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,1,actual,Wholesale,KES,39.61,39.61,0.5487
2006-01-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,90.00,actual,Wholesale,KES,4000,44.44,55.4165
2006-01-15,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,cereals and tubers,Maize,1,actual,Retail,KES,26,26,0.3602
2006-01-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,1,actual,Wholesale,KES,12.96,12.96,0.1796
2006-01-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1192,13.24,16.5141
2006-01-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans,1,actual,Wholesale,KES,45.85,45.85,0.6353
2006-01-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans,90.00,actual,Wholesale,KES,2799,31.10,38.7777
2006-02-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,1,actual,Wholesale,KES,16.41,16.41,0.2299
2006-02-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1523,16.92,21.3455
2006-02-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,1,actual,Wholesale,KES,39.48,39.48,0.5533
2006-02-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3400,37.78,47.6524
2006-02-15,Eastern,Kitui,Kitui,-1.366667,38.016667,cereals and tubers,Maize,1,actual,Retail,KES,18,18,0.2523
2006-02-15,Eastern,Kitui,Kitui,-1.366667,38.016667,pulses and nuts,Beans,1,actual,Retail,KES,42,42,0.5886
2006-02-15,Eastern,Marsabit,Marsabit,2.333333,37.983333,cereals and tubers,Maize,1,actual,Retail,KES,22,22,0.3083
2006-02-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,1,actual,Wholesale,KES,16.41,16.41,0.2299
2006-02-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1488,16.53,20.8549
2006-02-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,1,actual,Wholesale,KES,47.1,47.1,0.6601
2006-02-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3485,38.72,48.8437
2006-02-15,North Eastern,Mandera,Mandera,3.936804,41.858383,cereals and tubers,Maize,1,actual,Retail,KES,29,29,0.4064
2006-02-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,1,actual,Wholesale,KES,17.83,17.83,0.2499
2006-02-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1456,16.18,20.4064
2006-02-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,1,actual,Wholesale,KES,42.79,42.79,0.5998
2006-02-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,90.00,actual,Wholesale,KES,4000,44.44,56.0617
2006-02-15,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,cereals and tubers,Maize,1,actual,Retail,KES,28,28,0.3924
2006-02-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,1,actual,Wholesale,KES,13.12,13.12,0.1839
2006-02-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1304,14.49,18.2761
2006-02-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans,1,actual,Wholesale,KES,44.02,44.02,0.617
2006-02-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3150,35.00,44.1486
2006-03-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,1,actual,Wholesale,KES,16.98,16.98,0.236
2006-03-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1476,16.40,20.5114
2006-03-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,1,actual,Wholesale,KES,44.69,44.69,0.621
2006-03-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3958.75,43.99,55.0132
2006-03-15,Eastern,Kitui,Kitui,-1.366667,38.016667,cereals and tubers,Maize,1,actual,Retail,KES,18,18,0.2501
2006-03-15,Eastern,Kitui,Kitui,-1.366667,38.016667,pulses and nuts,Beans,1,actual,Retail,KES,47,47,0.6531
2006-03-15,Eastern,Marsabit,Marsabit,2.333333,37.983333,cereals and tubers,Maize,1,actual,Retail,KES,22,22,0.3057
2006-03-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,1,actual,Wholesale,KES,16.91,16.91,0.235
2006-03-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1500,16.67,20.8449
2006-03-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,1,actual,Wholesale,KES,42.31,42.31,0.588
2006-03-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3760,41.78,52.2513
2006-03-15,North Eastern,Mandera,Mandera,3.936804,41.858383,cereals and tubers,Maize,1,actual,Retail,KES,27,27,0.3752
2006-03-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,1,actual,Wholesale,KES,14.75,14.75,0.205
2006-03-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1554.55,17.27,21.6029
2006-03-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,1,actual,Wholesale,KES,54.52,54.52,0.7577
2006-03-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,90.00,actual,Wholesale,KES,4515,50.17,62.7432
2006-03-15,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,cereals and tubers,Maize,1,actual,Retail,KES,27,27,0.3752
2006-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,1,actual,Wholesale,KES,13.31,13.31,0.185
2006-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1162.22,12.91,16.1509
2006-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans,1,actual,Wholesale,KES,50.54,50.54,0.7023
2006-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3305,36.72,45.9283
2006-04-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,1,actual,Wholesale,KES,17.17,17.17,0.24
2006-04-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1595,17.72,22.303
2006-04-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,1,actual,Wholesale,KES,43.84,43.84,0.613
2006-04-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3995,44.39,55.8624
2006-04-15,Eastern,Kitui,Kitui,-1.366667,38.016667,cereals and tubers,Maize,1,actual,Retail,KES,19,19,0.2657
2006-04-15,Eastern,Kitui,Kitui,-1.366667,38.016667,pulses and nuts,Beans,1,actual,Retail,KES,53,53,0.7411
2006-04-15,Eastern,Marsabit,Marsabit,2.333333,37.983333,cereals and tubers,Maize,1,actual,Retail,KES,24,24,0.3356
2006-04-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,1,actual,Wholesale,KES,17.02,17.02,0.238
2006-04-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1540,17.11,21.5339
2006-04-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,1,actual,Wholesale,KES,47.1,47.1,0.6586
2006-04-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,4310,47.89,60.2671
2006-04-15,North Eastern,Mandera,Mandera,3.936804,41.858383,cereals and tubers,Maize,1,actual,Retail,KES,28,28,0.3915
2006-04-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,1,actual,Wholesale,KES,16.6,16.6,0.2321
2006-04-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1520,16.89,21.2543
2006-04-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,1,actual,Wholesale,KES,50.15,50.15,0.7013
2006-04-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,90.00,actual,Wholesale,KES,4640,51.56,64.8815
2006-04-15,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,cereals and tubers,Maize,1,actual,Retail,KES,30,30,0.4195
2006-04-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,1,actual,Wholesale,KES,14.19,14.19,0.1984
2006-04-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1277,14.19,17.8564
2006-04-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans,1,actual,Wholesale,KES,48.6,48.6,0.6796
2006-04-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3060,34.00,42.7882
2006-05-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,1,actual,Wholesale,KES,19.12,19.12,0.2798
2006-05-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1739.47,19.33,25.454
2006-05-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,1,actual,Wholesale,KES,39.73,39.73,0.5814
2006-05-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3978.95,44.21,58.2245
2006-05-15,Eastern,Kitui,Kitui,-1.366667,38.016667,cereals and tubers,Maize,1,actual,Retail,KES,22,22,0.3219
2006-05-15,Eastern,Kitui,Kitui,-1.366667,38.016667,pulses and nuts,Beans,1,actual,Retail,KES,51,51,0.7463
2006-05-15,Eastern,Marsabit,Marsabit,2.333333,37.983333,cereals and tubers,Maize,1,actual,Retail,KES,22,22,0.3219
2006-05-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,1,actual,Wholesale,KES,17.71,17.71,0.2591
2006-05-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1624.76,18.05,23.7754
2006-05-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,1,actual,Wholesale,KES,49.72,49.72,0.7276
2006-05-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,4505,50.06,65.9223
2006-05-15,North Eastern,Mandera,Mandera,3.936804,41.858383,cereals and tubers,Maize,1,actual,Retail,KES,25,25,0.3658
2006-05-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,1,actual,Wholesale,KES,18.77,18.77,0.2746
2006-05-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1720,19.11,25.169
2006-05-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,1,actual,Wholesale,KES,48.09,48.09,0.7037
2006-05-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,90.00,actual,Wholesale,KES,4543,50.48,66.4784
2006-05-15,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,cereals and tubers,Maize,1,actual,Retail,KES,26,26,0.3805
2006-05-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,1,actual,Wholesale,KES,15.58,15.58,0.228
2006-05-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1445.26,16.06,21.1487
2006-05-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans,1,actual,Wholesale,KES,53.6,53.6,0.7843
2006-05-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3311,36.79,48.4504
2006-06-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,1,actual,Wholesale,KES,20.1,20.1,0.2864
2006-06-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1814.75,20.16,25.8629
2006-06-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,1,actual,Wholesale,KES,28.23,28.23,0.4022
2006-06-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,2706.25,30.07,38.5682
2006-06-15,Eastern,Kitui,Kitui,-1.366667,38.016667,cereals and tubers,Maize,1,actual,Retail,KES,22,22,0.3135
2006-06-15,Eastern,Kitui,Kitui,-1.366667,38.016667,pulses and nuts,Beans,1,actual,Retail,KES,53,53,0.7553
2006-06-15,Eastern,Marsabit,Marsabit,2.333333,37.983333,cereals and tubers,Maize,1,actual,Retail,KES,20,20,0.285
2006-06-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,1,actual,Wholesale,KES,16.96,16.96,0.2417
2006-06-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1550.91,17.23,22.1028
2006-06-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,1,actual,Wholesale,KES,33.07,33.07,0.4713
2006-06-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3017,33.52,42.9968
2006-06-15,North Eastern,Mandera,Mandera,3.936804,41.858383,cereals and tubers,Maize,1,actual,Retail,KES,22,22,0.3135
2006-06-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,1,actual,Wholesale,KES,19.3,19.3,0.275
2006-06-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1714,19.04,24.4271
2006-06-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,1,actual,Wholesale,KES,38.51,38.51,0.5488
2006-06-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3340,37.11,47.6
2006-06-15,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,cereals and tubers,Maize,1,actual,Retail,KES,27,27,0.3848
2006-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,1,actual,Wholesale,KES,17.03,17.03,0.2427
2006-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1549,17.21,22.0756
2006-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans,1,actual,Wholesale,KES,46.06,46.06,0.6564
2006-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans,90.00,actual,Wholesale,KES,2978,33.09,42.441
2006-07-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,1,actual,Wholesale,KES,19.92,19.92,0.2701
2006-07-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1695,18.83,22.9822
2006-07-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,1,actual,Wholesale,KES,30.15,30.15,0.4088
2006-07-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,2750,30.56,37.2868
2006-07-15,Eastern,Kitui,Kitui,-1.366667,38.016667,cereals and tubers,Maize,1,actual,Retail,KES,22,22,0.2983
2006-07-15,Eastern,Kitui,Kitui,-1.366667,38.016667,pulses and nuts,Beans,1,actual,Retail,KES,51,51,0.6915
2006-07-15,Eastern,Marsabit,Marsabit,2.333333,37.983333,cereals and tubers,Maize,1,actual,Retail,KES,21,21,0.2847
2006-07-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,1,actual,Wholesale,KES,18.61,18.61,0.2523
2006-07-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1690.67,18.79,22.9235
2006-07-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,1,actual,Wholesale,KES,30.3,30.3,0.4108
2006-07-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,2760,30.67,37.4224
2006-07-15,North Eastern,Mandera,Mandera,3.936804,41.858383,cereals and tubers,Maize,1,actual,Retail,KES,23,23,0.3119
2006-07-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,1,actual,Wholesale,KES,17.26,17.26,0.234
2006-07-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1533.33,17.04,20.7902
2006-07-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,1,actual,Wholesale,KES,34.77,34.77,0.4715
2006-07-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3200,35.56,43.3883
2006-07-15,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,cereals and tubers,Maize,1,actual,Retail,KES,26,26,0.3525
2006-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,1,actual,Wholesale,KES,16.56,16.56,0.2245
2006-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1550,17.22,21.0162
2006-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans,1,actual,Wholesale,KES,41.43,41.43,0.5618
2006-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans,90.00,actual,Wholesale,KES,2260,25.11,30.643
2006-08-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,1,actual,Wholesale,KES,15.31,15.31,0.2113
2006-08-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1131.25,12.57,15.6142
2006-08-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,1,actual,Wholesale,KES,30.59,30.59,0.4222
2006-08-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,2798.75,31.10,38.6301
2006-08-15,Eastern,Kitui,Kitui,-1.366667,38.016667,cereals and tubers,Maize,1,actual,Retail,KES,21,21,0.2899
2006-08-15,Eastern,Kitui,Kitui,-1.366667,38.016667,pulses and nuts,Beans,1,actual,Retail,KES,42,42,0.5797
2006-08-15,Eastern,Marsabit,Marsabit,2.333333,37.983333,cereals and tubers,Maize,1,actual,Retail,KES,22,22,0.3037
2006-08-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,1,actual,Wholesale,KES,17.5,17.5,0.2416
2006-08-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1585.75,17.62,21.8875
2006-08-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,1,actual,Wholesale,KES,30.59,30.59,0.4222
2006-08-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,2888,32.09,39.862
2006-08-15,North Eastern,Mandera,Mandera,3.936804,41.858383,cereals and tubers,Maize,1,actual,Retail,KES,23,23,0.3175
2006-08-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,1,actual,Wholesale,KES,15.24,15.24,0.2104
2006-08-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1231,13.68,16.991
2006-08-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,1,actual,Wholesale,KES,30.12,30.12,0.4157
2006-08-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,90.00,actual,Wholesale,KES,2777,30.86,38.3299
2006-08-15,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,cereals and tubers,Maize,1,actual,Retail,KES,27,27,0.3727
2006-08-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,1,actual,Wholesale,KES,17.08,17.08,0.2358
2006-08-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1529.5,16.99,21.1111
2006-08-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans,1,actual,Wholesale,KES,29.39,29.39,0.4057
2006-08-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans,90.00,actual,Wholesale,KES,1975,21.94,27.2602
2006-09-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,1,actual,Wholesale,KES,11.77,11.77,0.162
2006-09-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1075,11.94,14.797
2006-09-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,1,actual,Wholesale,KES,32.57,32.57,0.4483
2006-09-15,Coast,Mombasa,Mombasa,-4.05,39.666667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3043.75,33.82,41.8961
2006-09-15,Eastern,Kitui,Kitui,-1.366667,38.016667,cereals and tubers,Maize,1,actual,Retail,KES,19,19,0.2615
2006-09-15,Eastern,Kitui,Kitui,-1.366667,38.016667,pulses and nuts,Beans,1,actual,Retail,KES,42,42,0.5781
2006-09-15,Eastern,Marsabit,Marsabit,2.333333,37.983333,cereals and tubers,Maize,1,actual,Retail,KES,20,20,0.2753
2006-09-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,1,actual,Wholesale,KES,14.8,14.8,0.2037
2006-09-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1278,14.20,17.5912
2006-09-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,1,actual,Wholesale,KES,34.75,34.75,0.4783
2006-09-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,90.00,actual,Wholesale,KES,3093,34.37,42.574
2006-09-15,North Eastern,Mandera,Mandera,3.936804,41.858383,cereals and tubers,Maize,1,actual,Retail,KES,22,22,0.3028
2006-09-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,1,actual,Wholesale,KES,13.6,13.6,0.1872
2006-09-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,cereals and tubers,Maize,90.00,actual,Wholesale,KES,1242,13.80,17.0957
2006-09-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,1,actual,Wholesale,KES,30.74,30.74,0.4231
2006-09-15,Nyanza,Kisumu,Kisumu,-0.1,34.75,pulses and nuts,Beans,90.00,actual,Wholesale,KES,2811,31.23,38.6924
2006-09-15,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,cereals and tubers,Maize,1,actual,Retail,KES,29,29,0.3992
2006-09-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,1,actual,Wholesale,KES,12.53,12.53,0.1724
